0.050000	0	6	6	0.001784	0.059795
0.050000	0	8	8	0.002936	0.060587
0.050000	1	8	8	0.005182	0.055580
0.050000	1	8	8	0.004813	0.053342
0.050000	0	8	8	0.009851	0.052103
0.050000	2	8	8	0.012490	0.052557
0.050000	2	8	8	0.017720	0.050596
0.050000	1	8	8	0.015197	0.051165
0.050000	2	8	8	0.017705	0.050165
0.050000	1	8	8	0.022390	0.049011
0.050000	2	8	8	0.019497	0.048788
0.050000	3	8	8	0.022636	0.047134
0.050000	3	8	8	0.019897	0.048211
0.050000	2	8	8	0.023144	0.047996
0.050000	2	8	8	0.020959	0.046580
0.050000	2	8	8	0.021305	0.045142
0.050000	3	8	8	0.022720	0.044303
0.050000	2	8	8	0.027659	0.043857
0.050000	3	8	8	0.023844	0.043111
0.050000	2	8	8	0.027544	0.044787
0.050000	2	8	8	0.022036	0.044918
0.050000	2	8	8	0.024074	0.043234
0.050000	2	8	8	0.023259	0.042165
0.050000	3	8	8	0.024151	0.041596
0.050000	3	8	8	0.026813	0.044403
0.050000	2	8	8	0.025813	0.039957
0.050000	4	8	8	0.024320	0.042649
0.050000	2	8	8	0.027636	0.041572
0.050000	2	8	8	0.025613	0.043772
0.050000	2	8	8	0.022874	0.044626
0.050000	3	8	8	0.024590	0.042157
0.050000	2	8	8	0.024528	0.042834
0.050000	2	8	8	0.023582	0.043811
0.050000	3	8	8	0.024997	0.041887
0.050000	2	8	8	0.023690	0.042472
0.050000	2	8	8	0.026928	0.043518
0.050000	2	8	8	0.025628	0.043534
0.050000	2	8	8	0.025697	0.045118
0.050000	3	8	8	0.024874	0.045195
0.050000	2	8	8	0.025459	0.045818
0.050000	2	8	8	0.025628	0.041957
0.050000	2	8	8	0.023251	0.039564
0.050000	2	8	8	0.025490	0.044664
0.050000	2	8	8	0.023697	0.044064
0.050000	3	8	8	0.025620	0.043111
0.050000	3	8	8	0.025228	0.042711
0.050000	2	8	8	0.024397	0.043918
0.050000	2	8	8	0.024144	0.042880
0.050000	2	8	8	0.023082	0.045218
0.050000	3	8	8	0.022067	0.045203
0.050000	2	8	8	0.021928	0.042764
0.050000	2	8	8	0.022705	0.042503
0.050000	2	8	8	0.023682	0.042511
0.050000	2	8	8	0.022820	0.043241
0.050000	2	8	8	0.020813	0.043372
0.050000	3	8	8	0.021405	0.044818
0.050000	2	8	8	0.022851	0.041441
0.050000	2	8	8	0.023444	0.044749
0.050000	3	8	8	0.021790	0.042957
0.050000	2	8	8	0.024228	0.041772
0.050000	2	8	8	0.021067	0.042441
0.050000	2	8	8	0.021705	0.045187
0.050000	3	8	8	0.022444	0.041895
0.050000	4	8	8	0.023074	0.041787
0.050000	3	8	8	0.022728	0.043395
0.050000	2	6	8	0.023667	0.040957
0.050000	3	8	8	0.022382	0.041672
