0.050000	1	2	2	0.003498	0.052981
0.050000	0	2	2	0.002511	0.053450
0.050000	0	2	2	0.002537	0.051342
0.050000	0	2	2	0.004506	0.048265
0.050000	0	2	2	0.004976	0.049519
0.050000	0	4	4	0.008937	0.052012
0.050000	0	4	4	0.010099	0.050158
0.050000	0	4	4	0.007714	0.047619
0.050000	0	4	4	0.006211	0.049133
0.050000	0	4	4	0.007099	0.048530
0.050000	1	6	6	0.007888	0.050122
0.050000	0	6	6	0.008729	0.050622
0.050000	0	6	6	0.006767	0.047910
0.050000	1	6	6	0.008329	0.047614
0.050000	0	6	6	0.007483	0.048310
0.050000	0	8	8	0.007318	0.050180
0.050000	0	8	6	0.008344	0.049480
0.050000	0	6	6	0.008898	0.047118
0.050000	0	6	6	0.009541	0.049280
0.050000	1	6	6	0.009264	0.048218
0.050000	0	6	6	0.010252	0.048803
0.050000	0	6	6	0.010421	0.048003
0.050000	0	6	6	0.011272	0.049026
0.050000	2	8	8	0.012549	0.050233
0.050000	0	8	8	0.012126	0.050080
0.050000	0	8	8	0.011749	0.049195
0.050000	1	8	8	0.013087	0.048457
0.050000	0	8	8	0.011144	0.047553
0.050000	2	8	8	0.013472	0.047922
0.050000	1	8	8	0.013226	0.046215
0.050000	1	8	8	0.011064	0.046161
0.050000	2	8	8	0.013657	0.047930
0.050000	0	8	8	0.012087	0.045299
0.050000	0	8	8	0.011418	0.045769
0.050000	0	8	8	0.011580	0.045176
0.050000	0	8	8	0.011475	0.045907
0.050000	1	8	8	0.013211	0.047376
0.050000	0	8	8	0.011629	0.043738
0.050000	0	8	8	0.012337	0.043576
0.050000	1	8	8	0.014034	0.047715
0.050000	0	8	8	0.012480	0.046946
0.050000	0	8	8	0.011483	0.046107
0.050000	0	8	8	0.010287	0.044122
0.050000	0	8	8	0.012034	0.045592
0.050000	0	8	8	0.011575	0.044892
0.050000	0	8	8	0.010921	0.045199
0.050000	1	8	8	0.012552	0.045899
0.050000	0	8	8	0.012003	0.044646
0.050000	0	8	8	0.010637	0.044484
0.050000	1	8	8	0.011549	0.044238
0.050000	1	8	8	0.011721	0.043992
0.050000	0	8	8	0.013667	0.046299
0.050000	0	8	8	0.010551	0.044069
0.050000	0	8	8	0.012295	0.044292
0.050000	0	8	8	0.011503	0.045822
0.050000	1	8	8	0.011872	0.046076
0.050000	0	8	8	0.011574	0.046115
0.050000	0	8	8	0.013166	0.045646
0.050000	1	8	8	0.011874	0.046184
0.050000	0	8	8	0.011681	0.046561
0.050000	0	8	8	0.013428	0.044884
0.050000	0	8	8	0.012235	0.043092
0.050000	0	8	8	0.012420	0.043215
0.050000	0	8	8	0.012428	0.043546
0.050000	0	8	8	0.013174	0.042646
0.050000	1	8	8	0.010857	0.044230
0.050000	0	8	8	0.010757	0.044422
0.050000	0	8	8	0.013028	0.041315
0.050000	1	8	8	0.012966	0.044746
0.050000	0	6	8	0.011320	0.044115
0.050000	0	6	8	0.012274	0.044530
0.050000	0	6	8	0.013712	0.043738
0.050000	0	4	8	0.014328	0.044215
0.050000	0	6	8	0.013028	0.043499
0.050000	1	6	8	0.011735	0.044292
0.050000	0	4	8	0.012320	0.043069
0.050000	1	6	8	0.014412	0.043607
0.050000	0	2	8	0.012120	0.045653
0.050000	1	4	8	0.014589	0.043522
0.050000	1	6	8	0.011866	0.041692
0.050000	0	4	8	0.013081	0.041246
0.050000	0	4	8	0.012628	0.040869
0.050000	0	4	8	0.011904	0.042538
0.050000	0	2	8	0.013612	0.043322
0.050000	0	4	8	0.013066	0.043907
0.050000	0	2	8	0.013212	0.044592
0.050000	0	4	8	0.011689	0.043146
0.050000	0	2	8	0.010797	0.043815
0.050000	0	2	8	0.013820	0.044676
0.050000	0	2	8	0.012874	0.041946
0.050000	0	2	8	0.010512	0.042376
0.050000	0	2	8	0.011958	0.041761
0.050000	0	2	8	0.011843	0.042584
0.050000	0	2	8	0.012528	0.040276
0.050000	1	2	8	0.012658	0.042338
0.050000	0	2	8	0.010789	0.044415
0.050000	0	2	8	0.013543	0.045630
0.050000	0	2	8	0.010835	0.041015
0.050000	0	2	8	0.010389	0.043584
0.050000	0	0	8	0.014166	0.043361
0.050000	0	2	8	0.011220	0.043238
0.050000	0	2	8	0.010904	0.040807
0.050000	1	0	8	0.010658	0.041799
0.050000	1	0	8	0.010520	0.043022
0.050000	0	0	8	0.009858	0.039561
0.050000	0	0	8	0.010520	0.040507
0.050000	0	0	8	0.012389	0.040930
0.050000	0	0	8	0.012504	0.041299
0.050000	0	0	8	0.011966	0.039907
0.050000	0	0	8	0.010258	0.039869
0.050000	1	0	8	0.012604	0.042046
0.050000	0	0	8	0.010412	0.041907
0.050000	0	0	8	0.011420	0.039630
0.050000	0	0	8	0.011451	0.042161
0.050000	0	0	8	0.012074	0.041753
0.050000	0	0	8	0.011697	0.040807
0.050000	0	0	8	0.011912	0.040353
0.050000	0	0	8	0.009743	0.040130
0.050000	0	0	8	0.010543	0.040061
0.050000	0	0	8	0.011935	0.041192
0.050000	0	0	8	0.011120	0.042622
0.050000	1	0	8	0.009458	0.040722
0.050000	0	0	8	0.012220	0.043146
0.050000	0	0	8	0.010766	0.040792
0.050000	0	0	8	0.012220	0.041607
0.050000	0	0	8	0.011543	0.040938
0.050000	0	0	8	0.010320	0.041615
0.050000	0	0	8	0.009104	0.039746
0.050000	0	0	8	0.011681	0.042061
0.050000	0	0	8	0.010112	0.039769
0.050000	0	0	8	0.009512	0.041238
0.050000	1	0	8	0.009758	0.040376
0.050000	0	0	8	0.010206	0.037361
0.050000	0	0	8	0.011843	0.041261
0.050000	0	0	8	0.010889	0.041515
0.050000	0	0	8	0.010304	0.040053
0.050000	0	0	8	0.009951	0.041992
0.050000	0	0	8	0.010243	0.041861
0.050000	1	0	8	0.010504	0.041992
0.050000	0	0	8	0.008220	0.039846
0.050000	1	0	8	0.010666	0.038192
0.050000	0	0	8	0.009451	0.039422
0.050000	1	0	8	0.010428	0.039922
0.050000	0	0	8	0.008451	0.040061
0.050000	0	0	8	0.011704	0.039576
0.050000	0	0	8	0.009297	0.040876
0.050000	0	0	8	0.010028	0.039769
0.050000	0	0	8	0.008543	0.040915
0.050000	0	0	8	0.008681	0.039769
0.050000	1	0	8	0.008658	0.036722
0.050000	0	0	8	0.008266	0.039648
0.050000	0	0	8	0.007612	0.041638
0.050000	0	0	8	0.011304	0.039615
0.050000	0	0	8	0.009228	0.038346
0.050000	0	0	8	0.008951	0.040007
0.050000	1	0	8	0.008712	0.040961
0.050000	2	0	8	0.009274	0.038525
0.050000	0	0	8	0.010458	0.038492
0.050000	0	0	8	0.010212	0.039369
0.050000	2	0	8	0.007328	0.038476
0.050000	0	0	8	0.009651	0.040384
0.050000	0	0	8	0.008697	0.040353
0.050000	0	0	8	0.008781	0.039376
0.050000	0	0	8	0.007666	0.038607
0.050000	0	0	8	0.008335	0.038176
0.050000	0	0	8	0.007958	0.040769
